transaction_id,account_id,transaction_type,amount,transaction_date,method
1111,239,Transfer,54723.13,24-03-2024 08:00,Cash
1112,947,Withdrawal,35670.25,05-03-2024 00:21,UPI
1113,174,Transfer,106506.53,21-11-2023 16:28,Cash
1114,229,Transfer,9646.43,16-06-2025 11:58,UPI
1115,521,Withdrawal,138100.31,04-06-2024 18:47,Cash
1116,955,Deposit,119681.25,14-06-2025 19:33,UPI
1117,966,Withdrawal,153446.14,18-01-2025 05:30,NEFT
1118,1464,Withdrawal,181760.4,28-08-2025 13:37,NEFT
1119,881,Deposit,3306.08,21-05-2025 19:03,UPI
1120,1437,Deposit,67489.62,18-08-2025 06:23,NEFT
1121,159,Transfer,133823,20-01-2025 16:20,NEFT
1122,1346,Deposit,159405.14,28-10-2024 23:52,NEFT
1123,1041,Transfer,33492.75,06-04-2025 14:25,Cash
1124,15,Transfer,21626,18-09-2024 23:10,IMPS
1125,271,Withdrawal,112454.62,22-06-2024 14:10,NEFT
1126,28,Transfer,41503.15,22-12-2023 10:42,Cash
1127,338,Withdrawal,24248.71,15-09-2024 14:44,NEFT
1128,168,Deposit,71379.61,30-06-2024 08:34,NEFT
1129,577,Deposit,80487.68,04-09-2024 03:31,IMPS
1130,1490,Deposit,77898.41,29-05-2025 09:38,Cash
1131,313,Deposit,13296.66,18-01-2025 12:28,IMPS
1132,889,Transfer,124819.49,17-10-2023 02:08,UPI
1133,82,Deposit,177103.46,24-02-2024 16:35,Cash
1134,952,Withdrawal,153532.27,01-02-2024 02:48,Cash
1135,491,Deposit,142534.97,23-02-2024 20:17,NEFT
1136,45,Withdrawal,191811.04,04-10-2023 19:41,IMPS
1137,1404,Transfer,139293.44,21-06-2025 07:23,NEFT
1138,1147,Withdrawal,35148.68,20-09-2025 02:29,IMPS
1139,1334,Transfer,96477.86,24-11-2024 22:48,IMPS
1140,1020,Deposit,121745.81,05-11-2024 12:19,Cash
1141,1189,Withdrawal,102254.13,15-11-2024 08:13,NEFT
1142,1250,Transfer,117534.96,07-11-2023 03:54,UPI
1143,463,Deposit,4340.55,02-06-2025 03:13,UPI
1144,360,Withdrawal,47355.63,26-08-2024 04:34,Cash
1145,802,Deposit,123991.27,26-07-2025 00:09,UPI
1146,67,Deposit,74967.27,26-09-2023 11:34,IMPS
1147,1359,Deposit,30418.95,12-08-2025 07:12,NEFT
1148,740,Transfer,7677.55,06-01-2025 01:21,Cash
1149,267,Transfer,175478.65,30-04-2024 22:51,NEFT
1150,739,Withdrawal,63575.98,22-09-2025 10:38,UPI
1151,83,Transfer,158376.78,15-11-2023 04:50,Cash
1152,1045,Transfer,162560.84,19-09-2024 04:44,UPI
1153,946,Deposit,169402.28,11-06-2024 06:46,IMPS
1154,796,Withdrawal,48525.57,03-10-2023 06:54,UPI
1155,1407,Transfer,197676.42,02-02-2024 15:09,NEFT
1156,340,Transfer,174553.89,02-06-2025 20:33,IMPS
1157,410,Deposit,88527.94,16-04-2025 10:29,UPI
1158,355,Deposit,173986.36,28-04-2024 08:42,UPI
1159,1202,Deposit,10516.16,27-12-2023 17:01,NEFT
1160,713,Deposit,25199.64,13-03-2024 19:34,NEFT
1161,1478,Transfer,109814.54,17-09-2025 14:59,NEFT
1162,848,Deposit,101534.17,12-10-2023 18:55,Cash
1163,817,Transfer,93468.14,30-10-2023 16:47,NEFT
1164,1077,Transfer,39587.5,02-09-2024 18:22,Cash
1165,369,Deposit,121209.66,26-10-2024 18:36,IMPS
1166,340,Withdrawal,115326.72,21-01-2025 19:07,NEFT
1167,857,Withdrawal,172498.86,21-11-2024 10:11,Cash
1168,191,Deposit,190207.54,17-08-2024 20:08,IMPS
1169,524,Withdrawal,75605.73,11-10-2024 13:00,Cash
1170,662,Withdrawal,84597.18,09-02-2025 17:04,Cash
1171,250,Deposit,163938.8,21-06-2024 15:14,Cash
1172,297,Deposit,152409.67,28-10-2024 16:02,Cash
1173,448,Deposit,151795.78,21-03-2025 08:34,IMPS
1174,1273,Transfer,107485.82,23-05-2025 00:58,NEFT
1175,309,Withdrawal,76152,04-10-2024 12:40,IMPS
1176,950,Withdrawal,56716.83,02-06-2024 05:04,Cash
1177,993,Deposit,66713.5,14-06-2024 17:49,Cash
1178,295,Deposit,31029.42,07-03-2025 10:57,NEFT
1179,187,Deposit,2665.57,17-11-2024 12:03,IMPS
1180,1220,Withdrawal,80970.6,12-06-2024 17:31,Cash
1181,1225,Withdrawal,194101.48,27-09-2023 22:15,IMPS
1182,1301,Withdrawal,97961.27,23-12-2024 14:42,UPI
1183,121,Withdrawal,177011.42,13-06-2024 06:29,UPI
1184,1023,Withdrawal,186432.7,13-12-2024 18:42,NEFT
1185,508,Deposit,152613.88,01-05-2025 01:10,IMPS
1186,814,Transfer,69780.88,08-12-2023 10:45,Cash
1187,693,Transfer,137729.03,16-05-2024 23:49,UPI
1188,1281,Transfer,77128.1,10-06-2024 12:50,Cash
1189,1344,Transfer,49433.68,27-10-2023 14:30,Cash
1190,591,Deposit,184301.56,11-05-2024 13:37,IMPS
1191,982,Transfer,141341.14,16-01-2025 14:57,UPI
1192,772,Transfer,133168.56,28-06-2025 21:58,NEFT
1193,570,Withdrawal,121126.58,29-08-2025 23:09,NEFT
1194,401,Withdrawal,49558.22,29-08-2024 03:12,NEFT
1195,960,Deposit,23434.46,07-02-2024 19:35,UPI
1196,203,Transfer,142350.73,24-08-2025 03:49,Cash
1197,1379,Withdrawal,141243.35,03-04-2024 20:14,UPI
1198,1401,Transfer,181998.83,23-07-2024 16:42,Cash
1199,484,Deposit,165966.94,09-08-2024 09:01,IMPS
1200,571,Transfer,60513.69,19-01-2025 06:33,Cash
1201,1197,Transfer,61664.98,07-05-2024 08:47,Cash
1202,558,Transfer,173896.65,03-03-2025 02:15,UPI
1203,935,Transfer,114565.08,25-07-2024 15:40,IMPS
1204,1306,Deposit,53877.37,01-01-2024 12:04,NEFT
1205,813,Transfer,79654.25,04-09-2024 00:24,IMPS
1206,1430,Deposit,197406.4,09-02-2024 08:59,Cash
1207,553,Deposit,19464.45,17-10-2024 19:38,Cash
1208,189,Transfer,83426.78,22-08-2024 12:56,IMPS
1209,1351,Transfer,86246.82,13-06-2024 12:46,NEFT
1210,25,Withdrawal,37361.37,14-12-2023 05:02,NEFT
1211,769,Deposit,97345.6,16-11-2024 16:47,UPI
1212,342,Withdrawal,113461.72,31-08-2025 22:31,NEFT
1213,73,Deposit,40268.08,30-12-2023 02:21,NEFT
1214,699,Deposit,51944.45,04-05-2024 20:29,Cash
1215,331,Withdrawal,125404.79,12-05-2025 00:17,UPI
1216,508,Transfer,33308.61,12-03-2025 21:57,IMPS
1217,17,Deposit,75607.93,06-01-2024 11:19,IMPS
1218,1405,Deposit,68496.17,24-10-2023 16:54,NEFT
1219,1251,Withdrawal,97090.35,20-05-2024 17:22,UPI
1220,142,Deposit,12305.19,01-06-2025 06:03,UPI
1221,1220,Transfer,116530.85,06-09-2025 19:56,UPI
1222,1272,Deposit,42292.56,17-03-2024 15:28,UPI
1223,661,Withdrawal,120636.68,11-02-2025 00:18,IMPS
1224,440,Withdrawal,94699.03,27-11-2024 00:05,IMPS
1225,555,Transfer,85947.78,21-04-2024 03:36,IMPS
1226,1150,Transfer,178041.42,10-05-2025 15:52,IMPS
1227,1414,Deposit,188204.11,19-02-2025 10:10,Cash
1228,610,Withdrawal,122200.73,01-06-2024 18:05,IMPS
1229,367,Withdrawal,161273.41,02-09-2025 12:24,UPI
1230,982,Withdrawal,174121.25,29-10-2023 20:23,Cash
1231,818,Transfer,167100.69,06-03-2025 20:11,NEFT
1232,1384,Deposit,120421.64,12-03-2025 02:52,IMPS
1233,503,Transfer,150312.8,12-04-2024 11:57,NEFT
1234,1418,Withdrawal,90438.42,28-08-2025 08:38,Cash
1235,768,Transfer,82684.01,31-07-2024 21:10,NEFT
1236,1494,Deposit,197237.66,15-01-2024 17:13,IMPS
1237,1311,Deposit,126792.08,15-12-2023 12:00,UPI
1238,23,Transfer,65172.49,06-10-2024 09:24,Cash
1239,1326,Deposit,121391.93,05-08-2025 02:49,Cash
1240,647,Transfer,122557.21,19-07-2024 23:58,UPI
1241,4,Withdrawal,85640.46,13-04-2024 16:39,Cash
1242,1168,Transfer,171434.29,19-02-2025 15:11,UPI
1243,1245,Transfer,77033.22,21-02-2024 08:01,NEFT
1244,1059,Transfer,28717.97,14-09-2025 18:14,UPI
1245,196,Deposit,99635.22,10-05-2024 23:02,UPI
1246,1288,Withdrawal,166487.59,05-01-2025 20:58,Cash
1247,822,Deposit,179292.07,30-07-2025 17:46,UPI
1248,513,Withdrawal,132562.16,27-02-2024 09:37,NEFT
1249,924,Deposit,42407,21-07-2025 19:18,UPI
1250,130,Deposit,87035.19,12-12-2024 23:12,UPI
1251,1204,Deposit,185807.79,26-08-2025 11:39,IMPS
1252,288,Withdrawal,153285.13,03-05-2024 16:34,NEFT
1253,1224,Transfer,51599.95,15-12-2023 22:42,Cash
1254,1169,Transfer,24707.31,19-08-2024 19:38,NEFT
1255,222,Transfer,126746.28,25-05-2025 04:04,Cash
1256,1167,Deposit,159128.54,06-08-2025 17:34,IMPS
1257,1256,Deposit,186362.81,08-09-2025 20:17,UPI
1258,1182,Transfer,68710.83,01-04-2025 09:10,Cash
1259,1473,Transfer,128456.23,30-04-2025 08:23,Cash
1260,1134,Deposit,44787.81,12-08-2025 19:34,UPI
1261,1287,Withdrawal,17627.3,13-07-2024 11:15,UPI
1262,174,Withdrawal,148142.19,06-09-2024 23:36,NEFT
1263,1414,Transfer,188407.33,10-04-2024 06:59,IMPS
1264,1373,Deposit,170680.73,20-10-2023 03:53,Cash
1265,1430,Transfer,147409.89,01-09-2024 03:33,IMPS
1266,967,Deposit,118052.95,28-11-2024 22:08,NEFT
1267,903,Withdrawal,195971.91,18-08-2025 20:07,IMPS
1268,230,Withdrawal,159523.88,04-03-2025 08:38,NEFT
1269,438,Transfer,132782.18,01-12-2024 21:33,NEFT
1270,719,Deposit,79122.95,27-02-2025 02:27,Cash
1271,235,Withdrawal,29025.69,05-08-2025 07:52,IMPS
1272,1412,Deposit,100016.55,16-03-2025 22:27,Cash
1273,862,Deposit,120332.94,14-08-2024 22:34,NEFT
1274,1029,Transfer,133103.61,04-12-2024 22:11,UPI
1275,409,Transfer,64095.86,24-10-2024 20:06,UPI
1276,68,Withdrawal,199370.04,17-04-2025 15:01,Cash
1277,1310,Transfer,165754.59,02-07-2025 21:10,Cash
1278,1172,Withdrawal,140857.68,26-07-2025 21:52,Cash
1279,726,Deposit,196230.44,20-09-2025 03:29,IMPS
1280,350,Deposit,165594.15,18-03-2025 02:22,NEFT
1281,1498,Transfer,186893.14,21-08-2025 22:01,NEFT
1282,1328,Transfer,147171.54,04-07-2025 10:01,NEFT
1283,1300,Withdrawal,145506.35,29-06-2024 16:14,IMPS
1284,254,Transfer,182484.04,11-11-2024 01:07,NEFT
1285,126,Deposit,109633.79,25-05-2024 12:57,IMPS
1286,29,Withdrawal,135611.95,04-09-2024 22:53,IMPS
1287,437,Withdrawal,78273.51,21-04-2024 10:00,IMPS
1288,1447,Withdrawal,139305.63,18-01-2025 03:53,NEFT
1289,951,Transfer,171264.82,21-11-2023 16:17,Cash
1290,1269,Deposit,26267.05,29-04-2025 19:00,UPI
1291,566,Transfer,60884.39,29-11-2023 23:08,NEFT
1292,1269,Transfer,27598.44,05-11-2023 13:01,Cash
1293,318,Withdrawal,179453.9,27-07-2024 03:56,NEFT
1294,1013,Deposit,160891.25,06-02-2025 14:34,NEFT
1295,1278,Transfer,130282.48,15-06-2025 02:10,IMPS
1296,827,Transfer,171242.65,21-09-2025 02:36,UPI
1297,290,Transfer,157121.3,28-08-2024 08:52,NEFT
1298,399,Withdrawal,190084.59,13-09-2024 15:53,Cash
1299,1132,Transfer,168347.85,03-02-2025 02:15,UPI
1300,316,Deposit,71181.21,19-01-2024 14:25,Cash
1301,628,Deposit,189018.13,22-08-2024 04:25,UPI
1302,920,Transfer,130054.55,06-05-2024 03:31,Cash
1303,1255,Deposit,125431.81,04-12-2023 07:37,Cash
1304,431,Deposit,6895.17,19-10-2024 14:29,NEFT
1305,809,Withdrawal,97776.32,05-09-2024 19:01,NEFT
1306,129,Transfer,149065.53,21-01-2025 10:33,UPI
1307,1168,Withdrawal,172992.67,25-03-2024 13:19,Cash
1308,209,Withdrawal,126503.47,12-02-2025 10:11,Cash
1309,453,Withdrawal,2419.32,16-12-2024 21:42,UPI
1310,375,Deposit,24498.11,07-09-2024 16:05,NEFT
1311,477,Deposit,117411.41,14-11-2024 23:45,Cash
1312,617,Withdrawal,138775.8,10-01-2025 19:50,UPI
1313,1059,Transfer,36301.21,17-08-2025 13:34,Cash
1314,92,Transfer,140577.12,27-05-2024 09:03,IMPS
1315,854,Transfer,25134.76,10-03-2024 09:23,IMPS
1316,273,Deposit,142782.25,11-09-2024 03:55,NEFT
1317,1054,Withdrawal,162592.3,25-09-2024 07:07,UPI
1318,381,Withdrawal,111256.43,03-11-2023 19:42,Cash
1319,991,Deposit,103828.33,19-11-2023 10:17,UPI
1320,895,Deposit,193139.64,26-01-2024 11:47,UPI
1321,287,Deposit,172414.49,27-04-2024 15:15,NEFT
1322,529,Deposit,110988.88,13-12-2024 17:47,IMPS
1323,391,Deposit,7924.72,07-03-2024 09:19,NEFT
1324,1253,Transfer,32325.93,06-08-2025 17:28,IMPS
1325,1436,Deposit,17013.6,10-07-2025 07:20,UPI
1326,1375,Transfer,59785.73,18-12-2023 04:40,NEFT
1327,650,Withdrawal,195422.91,24-08-2024 00:34,UPI
1328,1215,Deposit,60189.94,21-04-2025 07:45,IMPS
1329,189,Transfer,106867.07,17-04-2024 17:12,NEFT
1330,333,Transfer,98139.52,26-06-2024 22:28,IMPS
1331,741,Transfer,182165.55,02-03-2025 00:47,IMPS
1332,495,Transfer,107688.08,25-02-2025 12:46,NEFT
1333,955,Transfer,19891.93,31-12-2024 07:55,UPI
1334,316,Deposit,7443.12,02-11-2024 05:19,NEFT
1335,1373,Withdrawal,171231.43,16-01-2024 11:33,NEFT
1336,545,Deposit,120468.66,12-09-2025 14:42,NEFT
1337,921,Transfer,71877.13,18-08-2025 09:48,NEFT
1338,863,Transfer,124500.32,12-04-2024 01:19,UPI
1339,308,Transfer,51067.98,02-04-2024 20:45,Cash
1340,1032,Transfer,180741.62,20-09-2025 12:46,Cash
1341,950,Withdrawal,16742.49,29-08-2024 18:09,IMPS
1342,1269,Transfer,85126.14,21-11-2024 16:11,NEFT
1343,865,Transfer,40832.2,05-10-2023 11:09,IMPS
1344,882,Transfer,139390.91,21-04-2024 03:55,NEFT
1345,1326,Transfer,74491.24,31-08-2024 04:45,NEFT
1346,1354,Withdrawal,164331.4,26-09-2023 06:18,IMPS
1347,762,Withdrawal,75850.49,08-05-2024 11:58,NEFT
1348,792,Deposit,54098.03,24-10-2023 15:21,UPI
1349,548,Transfer,109718.92,02-10-2024 21:07,UPI
1350,1351,Withdrawal,128071.48,24-01-2025 02:54,IMPS
1351,501,Withdrawal,155636.38,24-12-2024 18:17,NEFT
1352,566,Deposit,54801.99,27-02-2024 04:20,UPI
1353,1229,Withdrawal,195899.09,22-07-2024 06:15,NEFT
1354,123,Withdrawal,190361.39,17-06-2024 18:15,UPI
1355,1096,Deposit,105342.49,16-11-2023 03:51,IMPS
1356,343,Transfer,164286.52,07-06-2025 21:49,Cash
1357,268,Deposit,105839.13,23-10-2024 10:53,IMPS
1358,1065,Transfer,54283.69,06-07-2025 00:40,UPI
1359,1053,Deposit,34232.41,05-09-2024 08:54,Cash
1360,63,Deposit,69100.06,10-07-2024 01:25,Cash
1361,1208,Withdrawal,118502.79,26-07-2024 02:13,IMPS
1362,23,Deposit,137363,26-05-2025 22:08,NEFT
1363,872,Transfer,25361.04,17-12-2024 13:23,Cash
1364,533,Transfer,147110.93,09-02-2024 17:25,UPI
1365,494,Transfer,127874.78,24-08-2024 18:16,IMPS
1366,1316,Transfer,155527.88,23-08-2025 03:10,Cash
1367,356,Transfer,91611.54,18-03-2025 16:42,Cash
1368,567,Withdrawal,159713.93,25-08-2025 07:57,IMPS
1369,198,Withdrawal,190528,25-12-2024 00:02,NEFT
1370,687,Withdrawal,127163.49,10-01-2024 12:47,UPI
1371,1364,Withdrawal,81362.31,03-05-2025 23:54,IMPS
1372,1131,Deposit,126971.87,02-11-2023 02:29,UPI
1373,1470,Transfer,48083.34,02-07-2025 16:05,UPI
1374,635,Deposit,115105.81,16-05-2025 21:25,UPI
1375,840,Transfer,57241.59,19-05-2025 23:35,Cash
1376,1414,Deposit,192437.05,13-03-2024 11:00,Cash
1377,1483,Transfer,101785.6,24-02-2025 03:53,NEFT
1378,694,Withdrawal,99611.26,09-04-2025 11:05,UPI
1379,1399,Withdrawal,2878.66,25-01-2024 15:48,NEFT
1380,676,Transfer,1557.32,22-09-2024 21:34,Cash
1381,1170,Transfer,106911.53,03-03-2024 22:58,IMPS
1382,1207,Deposit,198844.97,15-06-2024 23:54,UPI
1383,23,Transfer,89785.54,19-05-2025 02:43,NEFT
1384,1062,Transfer,186044.05,13-10-2024 15:11,NEFT
1385,945,Deposit,15116.96,24-12-2023 15:18,NEFT
1386,803,Transfer,70722.98,11-01-2024 15:17,UPI
1387,1474,Withdrawal,99152.02,03-07-2024 00:27,NEFT
1388,651,Withdrawal,193948.71,22-07-2024 13:58,IMPS
1389,1486,Transfer,50028.07,16-08-2025 05:06,UPI
1390,457,Withdrawal,59905.68,03-10-2024 21:15,IMPS
1391,1255,Withdrawal,42691.88,14-02-2024 12:12,Cash
1392,697,Deposit,184618.97,19-11-2023 08:09,UPI
1393,993,Withdrawal,178509.53,21-01-2024 23:31,Cash
1394,293,Deposit,71213.24,17-07-2025 09:26,Cash
1395,636,Withdrawal,59740.29,04-04-2024 16:00,UPI
1396,68,Deposit,70009.37,27-09-2023 21:46,NEFT
1397,1219,Withdrawal,70971.01,14-10-2023 23:57,UPI
1398,59,Withdrawal,98460.02,26-11-2024 07:45,UPI
1399,1315,Transfer,102912.29,22-05-2025 07:25,NEFT
1400,582,Withdrawal,24856.15,15-06-2024 07:35,Cash
1401,1062,Deposit,31210.52,13-09-2024 17:50,IMPS
1402,684,Deposit,94192.67,17-02-2025 13:28,IMPS
1403,843,Withdrawal,72962.69,21-10-2024 02:43,NEFT
1404,1088,Transfer,162327.62,25-07-2025 01:45,UPI
1405,1244,Withdrawal,131290.3,14-12-2024 14:35,Cash
1406,565,Deposit,28060.89,21-06-2024 03:38,Cash
1407,233,Deposit,71911.43,27-05-2025 22:26,NEFT
1408,873,Deposit,37994.46,23-12-2024 01:14,UPI
1409,1414,Deposit,78969.75,22-12-2023 13:31,IMPS
1410,394,Deposit,32146.47,05-07-2024 12:11,NEFT
1411,670,Withdrawal,191943.8,23-03-2024 23:38,IMPS
1412,535,Deposit,84276.96,12-01-2024 07:39,Cash
1413,1200,Transfer,142892.76,25-03-2025 05:14,IMPS
1414,1403,Withdrawal,100421.53,17-05-2024 23:34,Cash
1415,1140,Deposit,22035.58,12-02-2024 04:58,UPI
1416,690,Deposit,25312.1,14-06-2024 13:03,IMPS
1417,800,Transfer,2828.43,18-05-2025 13:16,NEFT
1418,902,Deposit,135694.23,21-07-2024 18:43,IMPS
1419,529,Withdrawal,195290.06,15-07-2024 19:08,UPI
1420,579,Withdrawal,96090.58,09-10-2023 10:48,IMPS
1421,1147,Withdrawal,16614.72,29-09-2023 11:56,Cash
1422,989,Deposit,123560.87,17-12-2024 21:22,NEFT
1423,703,Deposit,56299.65,16-11-2024 07:01,UPI
1424,90,Withdrawal,198851.99,25-05-2025 10:57,NEFT
1425,1043,Transfer,164139.82,08-04-2025 11:05,NEFT
1426,821,Withdrawal,141321.53,18-07-2025 12:16,UPI
1427,109,Transfer,146118.3,24-09-2023 18:50,NEFT
1428,740,Deposit,198511.08,04-08-2025 02:57,NEFT
1429,447,Deposit,24180.19,01-08-2025 16:24,Cash
1430,875,Deposit,54844.94,09-06-2024 06:45,NEFT
1431,696,Deposit,85317.97,05-09-2025 06:56,NEFT
1432,675,Deposit,172883.59,09-10-2024 14:02,Cash
1433,1449,Withdrawal,105041.74,15-06-2025 04:59,NEFT
1434,1445,Deposit,67301.95,14-11-2024 18:29,Cash
1435,162,Deposit,102021.75,07-03-2024 11:07,UPI
1436,1485,Withdrawal,22099.98,05-08-2024 11:08,IMPS
1437,499,Withdrawal,188605.45,12-02-2025 14:45,Cash
1438,83,Deposit,64036.19,06-01-2025 15:09,UPI
1439,1144,Deposit,8273.74,29-10-2023 23:59,UPI
1440,689,Transfer,148976.47,19-03-2025 02:48,NEFT
1441,1317,Withdrawal,94464.43,01-03-2024 18:42,UPI
1442,68,Withdrawal,37049.52,18-10-2023 01:49,Cash
1443,135,Withdrawal,66923,28-02-2024 04:10,UPI
1444,166,Deposit,133822.61,24-08-2025 15:19,NEFT
1445,343,Withdrawal,72177.68,30-08-2025 23:34,IMPS
1446,1323,Transfer,155783.78,19-04-2024 19:30,IMPS
1447,218,Deposit,130084.64,19-11-2023 23:15,NEFT
1448,111,Transfer,76871.47,22-06-2025 22:35,UPI
1449,815,Deposit,125948.77,31-08-2025 02:49,UPI
1450,1273,Deposit,117353.64,02-04-2024 02:53,NEFT
1451,1003,Deposit,140961.54,23-06-2025 10:54,UPI
1452,705,Deposit,188369.42,30-01-2025 19:20,IMPS
1453,127,Withdrawal,145097.6,04-08-2024 05:16,NEFT
1454,837,Transfer,144181.82,12-06-2024 22:59,UPI
1455,1398,Deposit,38422.17,13-02-2025 07:01,IMPS
1456,901,Transfer,195027.72,17-02-2024 23:17,IMPS
1457,1142,Withdrawal,126009.94,30-12-2023 05:31,UPI
1458,1154,Withdrawal,13634.93,24-12-2024 02:00,Cash
1459,1137,Transfer,186273.33,28-10-2024 14:20,UPI
1460,158,Deposit,119870.82,01-06-2024 03:38,NEFT
1461,168,Withdrawal,9184.5,25-08-2024 23:36,UPI
1462,990,Transfer,38119.16,14-04-2025 21:47,Cash
1463,913,Withdrawal,136970.39,20-09-2025 07:25,UPI
1464,1500,Deposit,87605.21,13-11-2024 12:54,Cash
1465,1381,Transfer,155896.5,18-04-2024 11:48,Cash
1466,1359,Transfer,54371.69,15-01-2025 00:10,NEFT
1467,659,Deposit,32084.61,15-08-2025 10:26,NEFT
1468,329,Transfer,139374.68,05-03-2025 00:50,Cash
1469,1247,Transfer,141580.03,03-01-2025 18:27,IMPS
1470,1117,Withdrawal,170509.77,22-07-2025 10:14,IMPS
1471,1298,Transfer,53776.08,02-09-2024 20:21,UPI
1472,373,Deposit,44863.5,27-07-2025 13:47,NEFT
1473,344,Withdrawal,7914.23,05-04-2025 11:19,NEFT
1474,1199,Withdrawal,185456.87,08-06-2025 14:36,IMPS
1475,1139,Deposit,128518.38,31-08-2024 19:33,NEFT
1476,983,Deposit,106965.53,19-06-2025 05:21,UPI
1477,272,Transfer,69557.63,15-10-2023 13:55,IMPS
1478,1486,Withdrawal,16740.91,18-04-2025 02:03,IMPS
1479,532,Transfer,26808.96,15-10-2024 04:48,IMPS
1480,504,Withdrawal,197053.73,07-06-2025 11:53,UPI
1481,965,Withdrawal,43933.99,27-10-2023 22:15,IMPS
1482,187,Deposit,51271.84,20-08-2024 03:56,UPI
1483,1127,Transfer,131497.79,28-10-2023 06:57,UPI
1484,18,Transfer,149179.38,13-10-2023 11:14,Cash
1485,861,Transfer,51543.3,15-10-2024 11:59,NEFT
1486,831,Withdrawal,44205.74,22-04-2024 16:15,IMPS
1487,349,Deposit,116374.59,22-09-2025 04:43,Cash
1488,257,Deposit,89266.58,13-07-2024 05:03,Cash
1489,307,Withdrawal,29752,10-12-2023 06:30,Cash
1490,1368,Deposit,99242.64,01-07-2025 00:40,Cash
1491,1216,Deposit,163138.04,27-04-2024 01:24,NEFT
1492,301,Deposit,113974.63,27-05-2025 13:15,NEFT
1493,976,Transfer,56480.64,28-03-2024 05:53,IMPS
1494,981,Deposit,177062.08,03-04-2024 09:17,Cash
1495,416,Transfer,121603.63,01-08-2025 08:11,UPI
1496,1105,Deposit,14502.53,03-09-2024 21:10,NEFT
1497,284,Withdrawal,181835.3,18-10-2023 12:16,Cash
1498,966,Deposit,144888.95,02-11-2023 15:40,NEFT
1499,312,Transfer,150113.8,25-05-2025 00:45,UPI
1500,1224,Transfer,20036.02,26-04-2024 21:20,Cash
1501,972,Deposit,22096.1,15-04-2025 16:03,UPI
1502,1378,Transfer,186942.08,26-12-2024 08:55,NEFT
1503,122,Deposit,154046.51,24-11-2023 18:16,IMPS
1504,201,Deposit,187725.82,12-04-2025 19:22,UPI
1505,797,Deposit,191527.78,29-07-2025 01:59,UPI
1506,1322,Transfer,147252.69,18-02-2025 03:20,IMPS
1507,277,Transfer,17084.54,07-10-2024 07:53,NEFT
1508,1035,Withdrawal,151958.38,21-05-2024 00:58,Cash
1509,605,Deposit,61546.26,16-08-2025 18:21,Cash
1510,541,Deposit,48837.39,01-05-2024 11:56,IMPS
1511,1287,Transfer,108768.22,24-02-2024 03:03,UPI
1512,429,Deposit,20652.78,21-07-2024 03:03,IMPS
1513,961,Deposit,102357.33,01-12-2024 22:57,Cash
1514,183,Deposit,341.96,29-08-2024 02:10,NEFT
1515,1318,Deposit,45412.36,27-11-2023 04:07,Cash
1516,251,Deposit,70726.65,18-02-2025 00:23,IMPS
1517,1125,Deposit,184346.01,11-04-2025 17:58,Cash
1518,467,Transfer,176856.36,30-01-2025 20:24,UPI
1519,688,Withdrawal,33994.86,26-06-2025 15:32,UPI
1520,209,Deposit,20437.08,13-07-2025 11:34,IMPS
1521,654,Withdrawal,15350.36,25-08-2025 16:29,IMPS
1522,1260,Deposit,72162.65,16-07-2024 12:16,UPI
1523,451,Deposit,120940.83,27-03-2024 06:33,NEFT
1524,715,Withdrawal,106143.08,19-10-2024 09:27,NEFT
1525,465,Transfer,85106.39,31-08-2025 06:43,IMPS
1526,1006,Transfer,163530.75,22-03-2025 19:21,IMPS
1527,204,Deposit,54291.55,14-09-2024 04:57,Cash
1528,102,Transfer,73885.59,28-08-2024 07:09,IMPS
1529,972,Transfer,159756.84,15-02-2024 23:00,UPI
1530,720,Deposit,155579.03,03-08-2025 18:06,NEFT
1531,1075,Withdrawal,29641.26,24-11-2023 18:06,Cash
1532,239,Transfer,159390.46,28-08-2025 06:24,Cash
1533,454,Deposit,22721.49,28-06-2024 00:48,Cash
1534,330,Transfer,55767.38,16-08-2025 23:54,UPI
1535,1289,Withdrawal,198954.86,29-09-2024 09:54,NEFT
1536,816,Withdrawal,70586.49,26-03-2025 22:52,Cash
1537,974,Withdrawal,96309.58,08-10-2024 13:34,Cash
1538,390,Transfer,158720.97,06-06-2025 12:05,IMPS
1539,816,Deposit,160447.97,14-05-2024 23:10,NEFT
1540,648,Withdrawal,83790.06,01-07-2025 17:09,Cash
1541,47,Transfer,106800.75,28-09-2023 22:57,NEFT
1542,438,Withdrawal,16815.18,20-04-2025 04:07,Cash
1543,851,Transfer,115617.5,02-06-2024 14:15,NEFT
1544,264,Transfer,17541.32,09-04-2024 04:05,IMPS
1545,814,Deposit,40735.61,11-07-2024 03:16,UPI
1546,251,Withdrawal,111719.06,02-07-2025 09:45,NEFT
1547,685,Deposit,12009.52,17-10-2024 17:32,IMPS
1548,1457,Withdrawal,169765.42,28-08-2024 15:48,NEFT
1549,1196,Withdrawal,92131.64,22-08-2024 09:51,Cash
1550,1317,Deposit,42226.4,27-12-2023 20:17,NEFT
1551,657,Deposit,149424.37,03-11-2024 18:21,UPI
1552,257,Transfer,140822.17,18-01-2024 01:13,Cash
1553,522,Transfer,5366.74,06-05-2024 17:55,Cash
1554,982,Withdrawal,10911.26,06-05-2025 16:26,UPI
1555,996,Transfer,116363.25,15-11-2024 22:51,Cash
